店舗,機種名,総導入台数,稼働日数,平均差枚数,勝率,集計数
グランドオータ鳴海,スマスロ 聖戦士ダンバイン,10,135,-90.64376996805112,0.329073482428115,626
プレイランドキャッスル大垣,スマスロ 聖戦士ダンバイン,7,272,-98.33239436619718,0.2915492957746479,710
がちゃぽん南,スマスロ 聖戦士ダンバイン,1,43,-99.06976744186046,0.3488372093023256,43
マルシン777,スマスロ 聖戦士ダンバイン,10,335,-100.4907010014306,0.3276108726752503,699
コスモジャパン三谷,スマスロ 聖戦士ダンバイン,9,156,-105.37275064267352,0.2467866323907455,389
キング666一宮,スマスロ 聖戦士ダンバイン,9,264,-106.1439393939394,0.2613636363636363,264
MGM四日市,スマスロ 聖戦士ダンバイン,4,22,-108.63636363636364,0.25,44
玉越中川,スマスロ 聖戦士ダンバイン,4,203,-117.88409703504044,0.3611859838274933,371
M&K本店,スマスロ 聖戦士ダンバイン,1,455,-119.16043956043956,0.3912087912087912,455
KYORAKU東海,スマスロ 聖戦士ダンバイン,7,125,-119.92446043165468,0.3381294964028777,278
メガコンコルド岡崎北,スマスロ 聖戦士ダンバイン,3,146,-121.44520547945206,0.3493150684931507,146
キクヤ長良,スマスロ 聖戦士ダンバイン,5,124,-122.2159090909091,0.3267045454545454,352
メガコンコルド西尾,スマスロ 聖戦士ダンバイン,8,295,-123.49152542372882,0.2203389830508474,295
キング観光サウザンド桑名本店,スマスロ 聖戦士ダンバイン,19,210,-133.81291390728478,0.2880794701986754,604
メガコンコルド刈谷知立,スマスロ 聖戦士ダンバイン,9,169,-137.5147928994083,0.301775147928994,507
プレイランドキャッスルワンダー,スマスロ 聖戦士ダンバイン,21,156,-141.39602925809822,0.2664576802507837,957
ZENT豊橋藤沢店,スマスロ 聖戦士ダンバイン,1,39,-143.82051282051282,0.2564102564102564,39
ZENT木曽川,スマスロ 聖戦士ダンバイン,2,370,-147.327027027027,0.3081081081081081,370
キング観光名張,スマスロ 聖戦士ダンバイン,8,84,-148.33673469387756,0.2755102040816326,98
プレイランドキャッスル知多東海,スマスロ 聖戦士ダンバイン,3,44,-150.72727272727272,0.2909090909090909,55
サンシャインKYORAKU平針,スマスロ 聖戦士ダンバイン,12,271,-153.06439393939394,0.2670454545454545,528
メガコンコルド豊田インター,スマスロ 聖戦士ダンバイン,10,125,-169.00983606557378,0.3672131147540983,305
キング観光サウザンド生桑,スマスロ 聖戦士ダンバイン,11,124,-169.37567567567567,0.2972972972972973,370
キング観光サウザンド桑名サンシパーク,スマスロ 聖戦士ダンバイン,17,170,-172.26650366748166,0.334963325183374,409
メガコンコルド名古屋みなと23号通り,スマスロ 聖戦士ダンバイン,3,132,-182.03783783783783,0.354054054054054,370
メガコンコルド大垣インター南,スマスロ 聖戦士ダンバイン,3,225,-195.17777777777775,0.2444444444444444,225
メガコンコルド岡崎インター,スマスロ 聖戦士ダンバイン,4,166,-202.90546218487395,0.3466386554621848,476
プレイランドキャッスル大曽根,スマスロ 聖戦士ダンバイン,8,63,-203.17592592592592,0.3032407407407407,432
ZENT名古屋北,スマスロ 聖戦士ダンバイン,1,363,-212.9283746556474,0.3526170798898072,363
ZENT梅坪,スマスロ 聖戦士ダンバイン,2,167,-213.89221556886227,0.3413173652694611,167
ラッキープラザ関,スマスロ 聖戦士ダンバイン,1,434,-216.36175115207377,0.2465437788018433,434
キング観光尾鷲,スマスロ 聖戦士ダンバイン,4,253,-218.9090909090909,0.2648221343873518,253
ZENT扶桑,スマスロ 聖戦士ダンバイン,3,150,-221.60666666666663,0.3533333333333333,150
プレイランドキャッスル知多にしの台,スマスロ 聖戦士ダンバイン,1,258,-226.21317829457365,0.313953488372093,258
プレイランドキャッスル尾頭橋,スマスロ 聖戦士ダンバイン,14,190,-227.3298969072165,0.3170103092783505,388
ラッキープラザ名古屋西インター七宝,スマスロ 聖戦士ダンバイン,1,448,-239.55357142857144,0.3169642857142857,448
キング観光鈴鹿インター,スマスロ 聖戦士ダンバイン,4,181,-241.60773480662985,0.2486187845303867,181
メガコンコルド春日井,スマスロ 聖戦士ダンバイン,4,181,-243.1625344352617,0.3112947658402203,363
キング観光サウザンド栄東新町,スマスロ 聖戦士ダンバイン,3,126,-257.41269841269843,0.2619047619047619,126
コンコルド岐阜羽島駅前,スマスロ 聖戦士ダンバイン,1,146,-279.7260273972603,0.3767123287671233,146
プレイランドキャッスル小牧,スマスロ 聖戦士ダンバイン,2,56,-287.44642857142856,0.3392857142857143,56
メガコンコルド豊川インター,スマスロ 聖戦士ダンバイン,3,155,-287.5681818181818,0.3545454545454545,440
ゴー港,スマスロ 聖戦士ダンバイン,1,89,-301.7415730337079,0.2696629213483146,89
メガコンコルドBLAZE,スマスロ 聖戦士ダンバイン,9,86,-371.69767441860466,0.3410852713178294,258
キング観光笠寺,スマスロ 聖戦士ダンバイン,2,126,-459.2857142857143,0.2301587301587301,126
プレイランドキャッスル大垣,スマスロ 聖戦士ダンバイン,5,29,-751.903448275862,0.2827586206896552,145
サンパレス,スマスロ 聖戦士ダンバイン,2,6,-918.5833333333334,0.1666666666666666,12
メガコンコルド刈谷知立,スマスロ 聖戦士ダンバイン,3,28,-1022.2380952380952,0.3809523809523809,84
キクヤ長良,スマスロ 鬼武者3,4,2,385.75,0.625,8
メガコンコルド西尾,スマスロ 鬼武者3,3,94,247.69148936170217,0.2659574468085106,94
メガコンコルド豊川インター,スマスロ 鬼武者3,16,14,236.45454545454547,0.2954545454545454,88
プレイランドキャッスル大垣,スマスロ 鬼武者3,5,2,222.6,0.4,10
メガコンコルド豊田インター,スマスロ 鬼武者3,14,14,193.93548387096777,0.4516129032258064,62
ZENT555,スマスロ 鬼武者3,1,28,178.39285714285714,0.3214285714285714,28
キング観光サウザンド生桑,スマスロ 鬼武者3,1,10,171.8,0.3,10
キング観光サウザンド鈴鹿,スマスロ 鬼武者3,6,33,163.92,0.36,75
M&K本店,スマスロ 鬼武者3,8,183,112.468809073724,0.3005671077504726,529
キング666飛騨高山,スマスロ 鬼武者3,4,49,110.45454545454544,0.2272727272727272,66
ラッキー1番江南,スマスロ 鬼武者3,1,12,108.5,0.25,12
キング観光サウザンド桑名本店,スマスロ 鬼武者3,9,86,104.68715083798882,0.2122905027932961,179
プレイランド第一平和,スマスロ 鬼武者3,2,121,89.16107382550335,0.2013422818791946,149
キング666東海,スマスロ 鬼武者3,10,141,64.50498338870432,0.4019933554817276,301
キクヤ本店,スマスロ 鬼武者3,1,65,51.56923076923077,0.4307692307692308,65
メガコンコルド春日井,スマスロ 鬼武者3,7,57,50.01709401709402,0.3162393162393162,117
プレイランドキャッスル東郷,スマスロ 鬼武者3,14,37,49.25438596491228,0.2894736842105263,114
ABC豊川,スマスロ 鬼武者3,12,87,44.5968992248062,0.2674418604651162,258
KYORAKU妙音通,スマスロ 鬼武者3,8,50,44.58411214953271,0.3130841121495327,214
プレイランドキャッスル小牧,スマスロ 鬼武者3,15,59,43.23497267759563,0.2404371584699453,183
プレイランドキャッスル尾頭橋,スマスロ 鬼武者3,6,43,35.21739130434783,0.2608695652173913,46
プレイランドキャッスル知多,スマスロ 鬼武者3,3,25,29.703703703703702,0.1851851851851851,27
ZENT可児,スマスロ 鬼武者3,11,48,29.578740157480315,0.1968503937007874,254
コスモジャパン三谷,スマスロ 鬼武者3,8,51,17.178571428571427,0.1309523809523809,84
ラッキープラザ関,スマスロ 鬼武者3,17,224,14.256842105263155,0.0863157894736842,475
オータ岡崎,スマスロ 鬼武者3,2,100,10.9,0.24,100
M&K道光寺,スマスロ 鬼武者3,1,184,10.233695652173912,0.3478260869565217,184
KEIZ港,スマスロ 鬼武者3,11,61,8.437158469945356,0.2495446265938069,549
キング観光笠寺,スマスロ 鬼武者3,1,18,8.11111111111111,0.2777777777777778,18
キクヤ春日井,スマスロ 鬼武者3,15,50,7.256880733944954,0.3394495412844037,109
プレイランドキャッスル上社,スマスロ 鬼武者3,11,455,4.786680541103018,0.2965660770031217,961
キング観光いなべ,スマスロ 鬼武者3,7,138,-0.4836601307189542,0.326797385620915,153
ゴー港,スマスロ 鬼武者3,3,87,-3.3333333333333335,0.0919540229885057,87
プレイランドキャッスル熱田,スマスロ 鬼武者3,7,25,-9.207792207792208,0.2727272727272727,77
ラッキープラザ津島,スマスロ 鬼武者3,12,457,-10.424528301886792,0.1650943396226415,1484
オーギヤ江南,スマスロ 鬼武者3,1,28,-13.214285714285714,0.25,28
KEIZ中川運河,スマスロ 鬼武者3,21,155,-13.566552901023892,0.2832764505119454,879
メガコンコルド大口41号通り,スマスロ 鬼武者3,9,81,-13.967567567567569,0.3459459459459459,185
ラッキープラザ名古屋西インター七宝,スマスロ 鬼武者3,13,140,-19.547619047619047,0.288095238095238,420
キング観光サウザンド栄東新町,スマスロ 鬼武者3,6,141,-19.683698296836983,0.1581508515815085,411
キング観光尾鷲,スマスロ 鬼武者3,2,80,-24.25,0.2125,80
キング観光熊野,スマスロ 鬼武者3,8,96,-24.566473988439306,0.2427745664739884,173
プレイランドキャッスル記念橋南,スマスロ 鬼武者3,12,86,-26.388392857142858,0.1607142857142857,224
キング観光名張,スマスロ 鬼武者3,7,155,-29.901840490797547,0.2085889570552147,163
ラッキープラザ弥富,スマスロ 鬼武者3,11,458,-30.13763440860215,0.1318996415770609,1395
メガコンコルドみなと木場インター,スマスロ 鬼武者3,4,67,-38.37662337662338,0.2467532467532467,77
メガコンコルド大垣インター南,スマスロ 鬼武者3,13,189,-41.9462915601023,0.1176470588235294,391
コンコルド岐阜羽島駅前,スマスロ 鬼武者3,4,63,-42.23015873015873,0.365079365079365,126
M&K岡崎,スマスロ 鬼武者3,5,438,-46.259803921568626,0.2957516339869281,612
ラッキープラザ可児,スマスロ 鬼武者3,9,168,-46.85758998435055,0.1283255086071987,639
KYORAKU西,スマスロ 鬼武者3,3,2,-47.333333333333336,0.1666666666666666,6
ZENT豊橋藤沢店,スマスロ 鬼武者3,8,89,-52.99470899470899,0.2257495590828924,567
パチンコ立岩,スマスロ 鬼武者3,1,125,-55.544,0.232,125
A-FLAG津,スマスロ 鬼武者3,7,63,-55.76571428571429,0.1085714285714285,175
ZENT木曽川,スマスロ 鬼武者3,11,78,-57.79824561403509,0.1491228070175438,228
ZENT扶桑,スマスロ 鬼武者3,19,88,-59.72893772893773,0.2051282051282051,273
コスモジャパン西尾,スマスロ 鬼武者3,10,50,-61.0,0.2076923076923077,130
JP888,スマスロ 鬼武者3,3,179,-61.00931098696462,0.260707635009311,537
サンシャインKYORAKU平針,スマスロ 鬼武者3,11,237,-62.51331719128329,0.2518159806295399,413
キング観光鈴鹿インター,スマスロ 鬼武者3,9,258,-63.20701754385965,0.2807017543859649,285
ZENT梅坪,スマスロ 鬼武者3,11,64,-65.49609375,0.3828125,256
ZENT豊田本店,スマスロ 鬼武者3,10,51,-66.80603448275862,0.2370689655172413,232
キング666一宮,スマスロ 鬼武者3,3,49,-67.69642857142857,0.2142857142857142,56
ZENT各務原,スマスロ 鬼武者3,7,62,-69.17094017094017,0.3034188034188034,234
メガガイア一宮,スマスロ 鬼武者3,12,351,-70.0516129032258,0.2645161290322581,465
G&L一宮,スマスロ 鬼武者3,3,179,-72.36971830985915,0.1795774647887324,284
キング観光サウザンド桑名サンシパーク,スマスロ 鬼武者3,7,139,-73.35955056179775,0.1528089887640449,445
キング観光新瑞,スマスロ 鬼武者3,2,64,-74.421875,0.21875,64
キャッスル大金,スマスロ 鬼武者3,7,49,-76.14851485148515,0.1782178217821782,101
A-FLAG瀬戸,スマスロ 鬼武者3,1,93,-82.12903225806451,0.1612903225806451,93
プレイランドキャッスル知多にしの台,スマスロ 鬼武者3,8,49,-83.35046728971963,0.1401869158878504,214
ZENT岡崎インター,スマスロ 鬼武者3,16,60,-85.03977272727273,0.1704545454545454,176
パーラーワールド小牧,スマスロ 鬼武者3,4,141,-85.34193548387097,0.1225806451612903,155
ZENT稲沢,スマスロ 鬼武者3,7,183,-86.91848906560637,0.2147117296222664,503
オーギヤ安城,スマスロ 鬼武者3,4,60,-88.31666666666666,0.2083333333333333,120
メガコンコルド刈谷知立,スマスロ 鬼武者3,14,14,-90.06976744186046,0.3023255813953488,86
キング観光サウザンド近鉄四日市,スマスロ 鬼武者3,3,47,-106.0925925925926,0.1481481481481481,108
キング観光サウザンド松阪,スマスロ 鬼武者3,4,96,-108.01818181818182,0.1878787878787878,165
コンコルド愛西日比野駅前,スマスロ 鬼武者3,5,81,-111.6030534351145,0.3129770992366412,131
リブレ遊援館,スマスロ 鬼武者3,5,91,-115.31336405529954,0.3410138248847926,217
KYORAKU東海,スマスロ 鬼武者3,6,65,-115.60810810810813,0.2432432432432432,74
コスモジャパン大府,スマスロ 鬼武者3,15,47,-118.00462962962963,0.2546296296296296,216
玉越中川,スマスロ 鬼武者3,8,294,-121.03498542274052,0.3498542274052478,343
ZENT名古屋北,スマスロ 鬼武者3,11,95,-123.87780040733196,0.2321792260692464,491
マルシン777,スマスロ 鬼武者3,6,142,-125.23671497584542,0.2632850241545894,414
メガスロットコンコルド吉浜,スマスロ 鬼武者3,10,303,-137.38053097345133,0.1438053097345132,452
メガコンコルド岡崎インター,スマスロ 鬼武者3,8,47,-139.4255319148936,0.2765957446808511,188
メガコンコルド岡崎北,スマスロ 鬼武者3,6,62,-156.76612903225808,0.1774193548387097,124
ZENT刈谷,スマスロ 鬼武者3,8,48,-177.35632183908046,0.2011494252873563,174
プレイランドキャッスルワンダー,スマスロ 鬼武者3,15,16,-177.94117647058823,0.1647058823529411,85
プレイランドキャッスル大曽根,スマスロ 鬼武者3,9,39,-189.75213675213675,0.2991452991452991,117
プレイランドキャッスル春日井,スマスロ 鬼武者3,14,127,-201.17934782608697,0.2282608695652173,184
グランドオータ鳴海,スマスロ 鬼武者3,5,140,-216.24571428571429,0.32,175
コスモジャパン蒲郡,スマスロ 鬼武者3,6,1,-239.66666666666663,0.1666666666666666,6
メガコンコルド名古屋みなと23号通り,スマスロ 鬼武者3,8,133,-244.2176870748299,0.2857142857142857,147
キング観光サウザンド今池2号,スマスロ 鬼武者3,5,63,-249.6,0.2444444444444444,90
メガコンコルドBLAZE,スマスロ 鬼武者3,17,47,-259.9712643678161,0.3218390804597701,174
ZENT住吉,スマスロ 鬼武者3,6,36,-265.68382352941177,0.2794117647058823,136
プレイランドキャッスル知多東海,スマスロ 鬼武者3,5,19,-265.84,0.32,25
メガコンコルド稲沢,スマスロ 鬼武者3,18,62,-293.8333333333333,0.2395833333333333,192
コンコルド一宮尾西インター,スマスロ 鬼武者3,2,14,-296.1333333333333,0.2,15
プレイランドキャッスル天白,スマスロ 鬼武者3,8,63,-457.05,0.1625,80
プレイランドキャッスル熱田,スマスロキングパルサー,8,13,244.57692307692307,0.2692307692307692,52
メガコンコルド春日井,スマスロキングパルサー,4,28,105.66071428571428,0.375,56
A-FLAG瀬戸,スマスロキングパルサー,2,44,82.43181818181819,0.2045454545454545,44
ZENT稲沢,スマスロキングパルサー,3,92,66.44055944055944,0.2937062937062937,143
プレイランドキャッスル小牧,スマスロキングパルサー,4,31,32.95522388059702,0.3582089552238806,67
キング観光いなべ,スマスロキングパルサー,3,378,32.22751322751323,0.328042328042328,378
ラッキープラザ可児,スマスロキングパルサー,1,180,28.3,0.2611111111111111,180
オーギヤ安城,スマスロキングパルサー,1,48,26.104166666666668,0.2916666666666667,48
ラッキープラザ弥富,スマスロキングパルサー,4,451,9.390243902439025,0.29490022172949,451
ZENT豊橋藤沢店,スマスロキングパルサー,3,269,-4.884875846501129,0.3544018058690745,443
M&K岡崎,スマスロキングパルサー,1,121,-5.024793388429752,0.3057851239669421,121
プレイランドキャッスルワンダー,スマスロキングパルサー,1,48,-6.895833333333333,0.3541666666666667,48
グランドオータ鳴海,スマスロキングパルサー,2,70,-7.385714285714286,0.3285714285714285,70
メガコンコルド稲沢,スマスロキングパルサー,6,62,-8.161290322580646,0.3387096774193548,186
サンパレス,スマスロキングパルサー,4,394,-8.369289340101522,0.248730964467005,788
ラッキープラザ津島,スマスロキングパルサー,9,457,-18.836838750796687,0.1790949649458253,1569
